1,1073542140
2,1073542236
3,1073542248
4,1073542264
5,1073542248
6,1073542264
7,1073542236
8,1073542248
9,1073542264
10,1073542236
11,1073542248
12,1073542236
13,1073542248
14,1073542236
15,1073542248
16,1073542236
17,1073542248
18,1073542236
19,1073542248
20,1073542236
21,1073542248
22,1073542236
23,1073542248
24,1073542236
25,1073542248
26,1073542236
27,1073542248
28,1073542236
29,1073542248
30,1073542236
31,1073542248
32,1073542264
33,1073542280
34,1073542316
35,1073542324
36,1073543284
37,1073543336
38,1073542236
39,1073542248
40,1073542236
41,1073542248
42,1073542236
43,1073542248
44,1073542236
45,1073542248
46,1073542236
47,1073542248
48,1073542236
49,1073542248
50,1073542236
51,1073542248
52,1073542236
53,1073542248
54,1073542236
55,1073542248
56,1073542236
57,1073542248
58,1073542236
59,1073542248
60,1073542236
61,1073542248
62,1073542236
63,1073542248
64,1073542236
65,1073542248
66,1073542236
67,1073542248
68,1073542236
69,1073542248
70,1073542236
71,1073542248
72,1073542236
73,1073542248
74,1073542236
75,1073542248
76,1073542236
77,1073542248
78,1073542236
79,1073542248
80,1073542236
81,1073542248
82,1073542236
83,1073542248
84,1073542236
85,1073542248
86,1073542264
87,1073542280
88,1073543284
89,1073542236
90,1073542248
91,1073542236
92,1073542248
93,1073542236
94,1073542248
95,1073542236
96,1073542248
97,1073542236
98,1073542248
99,1073542236
100,1073542248
101,1073542236
102,1073542248
103,1073542236
104,1073542248
105,1073542236
106,1073542248
107,1073542236
108,1073542248
109,1073542236
110,1073542248
111,1073542236
112,1073542248
113,1073542236
114,1073542248
115,1073542236
116,1073542248
117,1073542236
118,1073542248
119,1073542236
120,1073542248
121,1073542236
122,1073542248
123,1073542264
124,1073542280
125,1073543284
126,1073542236
127,1073542248
128,1073542264
129,1073542236
130,1073542248
131,1073542264
132,1073542236
133,1073542248
134,1073542264
135,1073542236
136,1073542248
137,1073542264
138,1073542236
139,1073542248
140,1073542264
141,1073542236
142,1073542248
143,1073542264
144,1073542236
145,1073542248
146,1073542264
147,1073542236
148,1073542248
149,1073542264
150,1073542236
151,1073542324
152,1073542568
153,1073542580
154,1073542600
155,1073542616
156,1073542636
157,1073542648
158,1073542668
159,1073542680
160,1073542700
161,1073542712
162,1073542700
163,1073542712
164,1073542720
165,1073542732
166,1073542872
167,1073542932
168,1073543008
169,1073543060
170,1073543080
171,1073543092
172,1073543060
173,1073543080
174,1073543092
175,1073543060
176,1073543080
177,1073543092
178,1073543060
179,1073543080
180,1073543092
181,1073543060
182,1073543080
183,1073543092
184,1073543060
185,1073543080
186,1073543092
187,1073543060
188,1073543080
189,1073543092
190,1073543060
191,1073543080
192,1073543092
193,1073543060
194,1073543080
195,1073543092
196,1073543160
197,1073543060
198,1073543080
199,1073543092
200,1073543160
201,1073543060
202,1073543080
203,1073543092
204,1073543160
205,1073543060
206,1073543080
207,1073543092
208,1073543160
209,1073543060
210,1073543080
211,1073543092
212,1073543160
213,1073543060
214,1073543060
215,1073543060
216,1073543060
217,1073543060
218,1073543060
219,1073543060
220,1073543060
221,1073543060
222,1073543060
223,1073543060
224,1073543060
225,1073543060
226,1073543060
227,1073543060
228,1073543060
229,1073543060
230,1073543060
231,1073543060
232,1073543060
233,1073543060
